table,column,primary_key,current,proposed,confidence,kind,row_count
flowsheet,album_title,id=2337949,Ð¶â??Ð°â??Ð´â??Ð½â??Ñ?â??Ðµ Ð½â??Ð°â??Ñ?â??Ðµâ??Ðºâ??Ð¾â??Ð¼â??Ñ?â??Ðµ Ð®â??Ð¿â??Ð¸â??Ñ?â??Ðµâ??Ñ?â??Ð°,,0,lossy,1
flowsheet,album_title,id=2452245,Ð¼Ð¾Ð¶ÐµÑ? Ð¿Ñ?Ð°Ð²Ð´Ð° Ð²Ñ?Ñ? Ð·Ð°ÐºÐ¾Ð½Ñ?Ð¸Ñ?Ñ?Ñ? Ð²Ð¾Ñ? Ñ?Ð°Ðº,,0,lossy,1
flowsheet,album_title,id=1589652,Ø§Ù?Ø®Ø·Ù?Ø¨ Ø§Ù?Ù?ØºØ±Ø¨Ù? Ù?Ù?Ø² Ø§Ù?Ø¹Ø§Ù?Ù?Ø? Ù? ØªØ¨Ø´Ù?Ø± ØµØ¯Ø§Ù? Ø­Ø³Ù?Ù?,,0,lossy,1
flowsheet,album_title,id=1589655,Ø¨ØµØ±Ø§Ø­Ø©Ø§Ù?Ø®Ø·Ù?Ø¨ Ø§Ù?Ø´Ø¬Ø§Ø¹ Ø£Ù?Ø§Ù? Ø§Ù?Ø±Ø¦Ù?Ø³ Ø¨Ø´Ø§Ø± Ø§Ù?Ø³Ù?Ø±Ù? Ø§Ù?Ø£Ø³Ø¯,,0,lossy,1
flowsheet,album_title,id=1876869,à¤¬à¤¡à¤¼à¤¾ à¤¶à¥?à¤? (heart break),,0,lossy,1
flowsheet,album_title,id=1967087,á¼?Ï?Î¿ÎºÎ¬Î»Ï?Ï?Î¹Ï?,,0,lossy,1
flowsheet,album_title,id=2548017,â?,,0,lossy,1
flowsheet,album_title,id=1697549,â??,,0,lossy,1
flowsheet,album_title,id=1344637,â?  (cross),,0,lossy,1
flowsheet,album_title,id=1913049,â?¦On Sea-Faring Isolation,,0,lossy,1
flowsheet,album_title,id=1555034,â?©,,0,lossy,1
flowsheet,album_title,id=2403092,ã??ã??ã??ã?ªã??ã??ã?®ã?¨ã??ã?£ã?¨,,0,lossy,1
flowsheet,album_title,id=2033241,ã??ã??ã?°ã??ã??ã??ã??,,0,lossy,1
flowsheet,album_title,id=1958739,ã??ã?£ã??ã?¾ã?§æ³£ã??ã?¦ã??ã?®ã?¯èª°ã? ï¼?,,0,lossy,1
flowsheet,album_title,id=1637976,ã??ã?¦ã??ã??,,0,lossy,1
flowsheet,album_title,id=2021725,ã??ã?¼ã??ã?«ã??ã??ã?¦,,0,lossy,1
flowsheet,album_title,id=1258478,ã?©ã?¦ã??ã??å¥´ã??,,0,lossy,1
flowsheet,album_title,id=1316427,ã?¹ã?©ã?·ã?¢ ã?ªã?¹ã?¯,,0,lossy,1
flowsheet,album_title,id=1288787,ä¸?æµ·è??æ­? (1931-1949) - Pop Songs Between 1930s and 1940s in Shanghaii,,0,lossy,1
flowsheet,album_title,id=2384207,å?±ç??é?£æ? äººé?®æ´¥ç??æ­?è°£ / Chang Zhe Na Wu Ren Wen Jin De Ge Yao,,0,lossy,1
flowsheet,album_title,id=2456253,å?¼å?¸,,0,lossy,1
flowsheet,album_title,id=1622240,å®?å?¨ã?ªæ··ä¹±ã?¸ã?®è¦³å??ã?¬ã?¤ã??,,0,lossy,1
flowsheet,album_title,id=2506360,å®?å®? æ?¥æ?¬ ä¸?ç?°è°· (Space Japan Setagaya),,0,lossy,1
flowsheet,album_title,id=1982230,å·¥æ¥­è£½å??,,0,lossy,1
flowsheet,album_title,id=2385669,å½±å??å??å??å?®ï¼?å??æ?´å¤?ï¼?,,0,lossy,1
flowsheet,album_title,id=2347457,æ??äºº,,0,lossy,1
flowsheet,album_title,id=1204879,æ?¹é? ã?¸ã?®èº?å?? (KaizÅ? e no YakudÅ?),,0,lossy,1
flowsheet,album_title,id=1782761,æµ?è¡?é??ä¿¡ç°¿,,0,lossy,1
flowsheet,album_title,id=1204867,æ·±ã??æ£®ã??ã??,,0,lossy,1
flowsheet,album_title,id=2562962,ç??ã?£é»?,,0,lossy,1
flowsheet,album_title,id=1243887,"çª?ç?¶ç??ã?®ã??ã?¨ã??(Suddenly, Like Flames)",,0,lossy,1
flowsheet,album_title,id=2555799,ç´?æ??ã?®ã??ã??ã?¼ã?©ã?³ã?? Season1 Original Soundtrack,,0,lossy,1
flowsheet,album_title,id=1391973,è??æ®ºæ©?é?¢,,0,lossy,1
flowsheet,album_title,id=2333265,è?¡æ??äº?æ?³,,0,lossy,1
flowsheet,album_title,id=1215554,é?³å½±,,0,lossy,1
flowsheet,album_title,id=1343436,ì?¸ê¸° ì ?ì??ì?? ë?¬ë¦¬ë?? ì?¬ë?¬ë¶?ì?? (Beautiful Doll),,0,lossy,1
flowsheet,album_title,id=2523074,ï¿½?Î¯Î»Î± ï¿½?Î¿ï¿½? ï¿½?Î¿ï¿½?Î¼Î¬Î»,,0,lossy,1
flowsheet,album_title,id=1509586,ð??? (x),,0,lossy,1
flowsheet,artist_name,id=2520152,AiÌ?chata SidibeÌ?,,0,lossy,1
flowsheet,artist_name,id=1728144,AÅ?Ä±k Veysel Å?atÄ±roÄ?lu,,0,lossy,1
flowsheet,artist_name,id=1204875,BiSé??æ®µ [BiS Kaidan],,0,lossy,1
flowsheet,artist_name,id=1343914,Brain Fâ?,,0,lossy,1
flowsheet,artist_name,id=2560949,Brother â??Dâ?? With Collective Effort,,0,lossy,1
flowsheet,artist_name,id=1560687,Cat Power â??,,0,lossy,1
flowsheet,artist_name,id=2021939,Chouk Bwa & The AÌ?ngstromers,,0,lossy,1
flowsheet,artist_name,id=1207488,Cool Quartet With Lina Nyberg Featuring Ã?ric La Casa,,0,lossy,1
flowsheet,artist_name,id=2411917,Daniel Ã?gren,,0,lossy,1
flowsheet,artist_name,id=1264079,Deep Listening Band With Joe McPhee & Randy Raine-Reusch â??,,0,lossy,1
flowsheet,artist_name,id=1962307,Disciplina KiÄ?me,,0,lossy,1
flowsheet,artist_name,id=2513243,"Dlala Thukzin, MÃ?RDA, Azana",,0,lossy,1
flowsheet,artist_name,id=1159290,Ekoplekz â??,,0,lossy,1
flowsheet,artist_name,id=2055474,Fishermanâ??s Blues,,0,lossy,1
flowsheet,artist_name,id=1698195,Georgia Kelly & DuÅ¡an BogdanoviÄ?,,0,lossy,1
flowsheet,artist_name,id=1172061,GroÃ?er Kackhaufen,,0,lossy,1
flowsheet,artist_name,id=2521195,Grâ?¯unå?? + Kabamix,,0,lossy,1
flowsheet,artist_name,id=2299950,HÃ?H,,0,lossy,1
flowsheet,artist_name,id=1755930,Josefin Ã?hrn + The Liberation,,0,lossy,1
flowsheet,artist_name,id=1897376,JoË?ao Gilberto,,0,lossy,1
flowsheet,artist_name,id=1244374,Julia Holter <3 <3 <3 <3 <3 <3 <3 <3 <3 â??,,0,lossy,1
flowsheet,artist_name,id=1225549,KazÄ?* & 9th Wonder,,0,lossy,1
flowsheet,artist_name,id=1885820,LOOÎ Î?,,0,lossy,1
flowsheet,artist_name,id=1522162,MAZZMELANCOLIÃ?,,0,lossy,1
flowsheet,artist_name,id=2010500,MalÄ?ika,,0,lossy,1
flowsheet,artist_name,id=1695160,"Mats Gustafsson, Paal Nilssen-Love, Mesele Asmamaw â??",,0,lossy,1
flowsheet,artist_name,id=1480876,Mike Jackson & The Soul Providers â??â?? The Revenge Of Mister Mopoji,,0,lossy,1
flowsheet,artist_name,id=1407990,Mordecai Zeâ??ev Feierberg/Omri Lernau,,0,lossy,1
flowsheet,artist_name,id=1380532,Nails Ã?v Christ,,0,lossy,1
flowsheet,artist_name,id=2175835,Nisemono å?½è??,,0,lossy,1
flowsheet,artist_name,id=1282594,Peder Mannerfelt â??,,0,lossy,1
flowsheet,artist_name,id=2457902,Princâ?¬ss,,0,lossy,1
flowsheet,artist_name,id=2055464,Quelquâ??un Mâ??a dit,,0,lossy,1
flowsheet,artist_name,id=2569926,"Raphael Roginski, RuÅ¾iÄ?njak Tajni",,0,lossy,1
flowsheet,artist_name,id=1605221,SIBELIUS X NINJA SWORD X FOLKHÃ?LSAN,,0,lossy,1
flowsheet,artist_name,id=1139513,Selda BaÄ?can,,0,lossy,1
flowsheet,artist_name,id=1497634,Sleep â?? Over,,0,lossy,1
flowsheet,artist_name,id=2126890,Spence Collumâ??s Coin Collection,,0,lossy,1
flowsheet,artist_name,id=2495936,Stereo MCâ??s,,0,lossy,1
flowsheet,artist_name,id=2562032,Susumu Yokota (æ¨ªç?°é?²),,0,lossy,1
flowsheet,artist_name,id=2526761,SÄ?o Paulo Underground,,0,lossy,1
flowsheet,artist_name,id=2379902,TGLY â?? Seeb,,0,lossy,1
flowsheet,artist_name,id=2054688,The Blue Ã?yster Cult,,0,lossy,1
flowsheet,artist_name,id=2066811,The Laâ??s,,0,lossy,1
flowsheet,artist_name,id=1928279,Thu Hiá»?n,,0,lossy,1
flowsheet,artist_name,id=2430337,TÃ?yen,,0,lossy,1
flowsheet,artist_name,id=1187364,Vito Tommaso / Stefano Torossi â??,,0,lossy,1
flowsheet,artist_name,id=1873197,Weâ?¢,,0,lossy,1
flowsheet,artist_name,id=2368496,White Mice -â?? Typical Girls,,0,lossy,1
flowsheet,artist_name,id=1995634,Zdenka KovaÄ?iÄ?ek,,0,lossy,1
flowsheet,artist_name,id=1744251,Zimpelâ??/â??ZioÅ?ek,,0,lossy,1
flowsheet,artist_name,id=2052146,adam rudolphâ??s moving pictures,,0,lossy,1
flowsheet,artist_name,id=2089352,alexander â??skipâ?? spence,,0,lossy,1
flowsheet,artist_name,id=2089354,dawn mccarthy & bonnie â??princeâ?? billy,,0,lossy,1
flowsheet,artist_name,id=2071228,marc ribotâ??s ceramic dog,,0,lossy,1
flowsheet,artist_name,id=2355007,taâ?¢sso,,0,lossy,1
flowsheet,artist_name,id=2519841,}ï¿½?{ Louise Boghossian and Romain Vasset,,0,lossy,1
flowsheet,artist_name,id=2358275,¿Teo?,,0,lossy,1
flowsheet,artist_name,id=2469854,Ã? (Mika Vainio),,0,lossy,1
flowsheet,artist_name,id=2347497,Ã?dith Piaf,,0,lossy,1
flowsheet,artist_name,id=2248140,Ã?eyr,,0,lossy,1
flowsheet,artist_name,id=2505316,Ã?frica Negra,,0,lossy,1
flowsheet,artist_name,id=2175430,Ã?frics Negra,,0,lossy,1
flowsheet,artist_name,id=2321693,Ã?laine Radigue,,0,lossy,1
flowsheet,artist_name,id=2022760,Ã?tzi,,0,lossy,1
flowsheet,artist_name,id=1644469,Î?Î­Î½Î± Î Î»Î¬Ï?Ï?Î½Î¿Ï?,,0,lossy,1
flowsheet,artist_name,id=1916273,Ð?Ð¨,,0,lossy,1
flowsheet,artist_name,id=1755944,Ð?Ð¨ (Glintshake),,0,lossy,1
flowsheet,artist_name,id=2142277,Ð?ÐµÑ?Ð½Ð°,,0,lossy,1
flowsheet,artist_name,id=2538922,"Ð?Ð»Ð°Ð´Ð¸Ð¼Ð¸Ñ? Ð?ÐµÐ²Ð¸, Ð?Ð¸Ð¼ Ð?Ñ?ÐµÐ¹Ñ?Ð±Ñ?Ñ?Ð³",,0,lossy,1
flowsheet,artist_name,id=1551964,Ð?Ñ?Ð±Ð¾Ð²Ñ?Ð¹ Ð?Ð°Ð°Ð¹Ñ?,,0,lossy,1
flowsheet,artist_name,id=2452245,Ð¸Ñ?Ñ?Ð¾Ñ?Ð½Ð¸Ðº,,0,lossy,1
flowsheet,artist_name,id=2337949,Ñ?Ð¿Ð°Ñ?Ð¼Ð¾,,0,lossy,1
flowsheet,artist_name,id=2529857,Ø§Ù?Ø«Ù?Ø¨ Ø§Ù?Ù?Ø·Ø±Ø²,,0,lossy,1
flowsheet,artist_name,id=2402171,Ø«Ù?Ø±Ù? Ø«Ù?Ø±Ù?,,0,lossy,1
flowsheet,artist_name,id=1157398,â?? â??,,0,lossy,1
flowsheet,artist_name,id=1958739,ã??ã?? (Meme),,0,lossy,1
flowsheet,artist_name,id=1759079,ã??ã?¯ã?­ã?¹MACROSS 82-99 â??,,0,lossy,1
flowsheet,artist_name,id=1954028,ã?¦ã?¯ã??ã?½ã?©,,0,lossy,1
flowsheet,artist_name,id=1523546,ã?³ã?³ã?·ã?£ã?¹THOUGHTS,,0,lossy,1
flowsheet,artist_name,id=2541684,å ?æ±?ç?±è¡£,,0,lossy,1
flowsheet,artist_name,id=2555799,å°?ç??è²´è£?,,0,lossy,1
flowsheet,artist_name,id=1479552,ç??ç¾?é³¥ Ulithi Empress Yonaguni San,,0,lossy,1
flowsheet,artist_name,id=1652269,ì??ì?¬ë²?,,0,lossy,1
flowsheet,record_label,id=1596060,0 To 1 Recordings â??,,0,lossy,1
flowsheet,record_label,id=1988686,1Ã? Pills Mate,,0,lossy,1
flowsheet,record_label,id=2305651,ANTIâ??,,0,lossy,1
flowsheet,record_label,id=2307657,ARS; SBKâ??/â??EMI Recordsâ??,,0,lossy,1
flowsheet,record_label,id=1273101,Aragorn â??,,0,lossy,1
flowsheet,record_label,id=1768194,Ascetic House â??,,0,lossy,1
flowsheet,record_label,id=2039081,Boominati; Republicâ??,,0,lossy,1
flowsheet,record_label,id=1490993,Dolor Del Estamago â??,,0,lossy,1
flowsheet,record_label,id=1670634,E.A.R.S. (EAâ?¢ Recordings),,0,lossy,1
flowsheet,record_label,id=1185071,Edition Giannozzo Berlin â??,,0,lossy,1
flowsheet,record_label,id=1584550,Empreintes DIGITALes â??,,0,lossy,1
flowsheet,record_label,id=2039053,Hear Music/â??Concord Music Groupâ??,,0,lossy,1
flowsheet,record_label,id=2270173,Kedar; â??Universalâ??,,0,lossy,1
flowsheet,record_label,id=1808841,LMGROVLLUM â??â?? 03,,0,lossy,1
flowsheet,record_label,id=1637244,Magnificent Butcher Productions â??,,0,lossy,1
flowsheet,record_label,id=1540503,Maria de Alvear World Edition â??,,0,lossy,1
flowsheet,record_label,id=1326141,Marine Parade â??,,0,lossy,1
flowsheet,record_label,id=1514048,Money $ex Records â??,,0,lossy,1
flowsheet,record_label,id=1264078,Nashazphone â??,,0,lossy,1
flowsheet,record_label,id=2279966,Parlophone (UK); â??Virginâ?? (US)â??,,0,lossy,1
flowsheet,record_label,id=1540933,Passion And Torment Series â??,,0,lossy,1
flowsheet,record_label,id=1134811,Pluxemburg â?? CDPLU 2,,0,lossy,1
flowsheet,record_label,id=1523308,Reue Um Reue â??,,0,lossy,1
flowsheet,record_label,id=2284798,Rubyworks; â??Islandâ??; â??Columbiaâ??,,0,lossy,1
flowsheet,record_label,id=2036731,Sonovox; Mergeâ??,,0,lossy,1
flowsheet,record_label,id=2347489,Sony Musicâ??,,0,lossy,1
flowsheet,record_label,id=1200321,Temporary Residence Limited â??,,0,lossy,1
flowsheet,record_label,id=1639917,Zabriskie Point â??,,0,lossy,1
flowsheet,record_label,id=886680,¿What Next?,,0,lossy,1
flowsheet,record_label,id=1389462,Ã?tergap Productions,,0,lossy,1
flowsheet,record_label,id=1260771,Ð?Ð°Ð²Ð¸Ð³Ð°Ñ?Ð¾Ñ?,,0,lossy,1
flowsheet,record_label,id=1306641,Ð?Ð°Ð»ÐºÐ°Ð½Ñ?Ð¾Ð½,,0,lossy,1
flowsheet,record_label,id=1772209,Ð?ÐµÐ»Ð¾Ð´Ð¸Ñ?,,0,lossy,1
flowsheet,record_label,id=1551964,Ð­Ð»Ð¸Ð°Ñ? Records,,0,lossy,1
flowsheet,record_label,id=2367552,Ù?Ø³ØªÙ?Ù?,,0,lossy,1
flowsheet,record_label,id=2448400,ã?­ã?£ã??ã?ªã?³,,0,lossy,1
flowsheet,record_label,id=1588438,ä¸­å?½å?±ç?? â??,,0,lossy,1
flowsheet,record_label,id=1853616,å?¬æ¨¹ç¤¾,,0,lossy,1
flowsheet,record_label,id=1887685,å­?å¹?ã?¹ã?¼ã??ã?¼,,0,lossy,1
flowsheet,record_label,id=2071467,ì??ì§?ë®¤ì§?,,0,lossy,1
flowsheet,track_title,id=2063649,'Î?Ï?Ï?Ï?ÎµÏ? Î¤Î¿ Î?Î±Î»Î¿ÎºÎ±Î¯Ï?Î¹ (Summer Loves),,0,lossy,1
flowsheet,track_title,id=2342334,(Bits of) Wood â?? Remington Rand,,0,lossy,1
flowsheet,track_title,id=1644807,(I Rest) Ø¹Ù?Ø±Ù? Ø§Ù?Ø¨Ø§Ù?Ù?,,0,lossy,1
flowsheet,track_title,id=2555798,2 LÃ?VE,,0,lossy,1
flowsheet,track_title,id=1161480,2 Variations En Ã?toile (1970),,0,lossy,1
flowsheet,track_title,id=1449107,"2 oder, 3 Dinge, die ich von dir weiÃ?",,0,lossy,1
flowsheet,track_title,id=2047707,4 Ã?M,,0,lossy,1
flowsheet,track_title,id=2397244,4Ã?M,,0,lossy,1
flowsheet,track_title,id=2585820,?Qué Comemos?,,0,lossy,1
flowsheet,track_title,id=2060411,A Military Alphabet (five eyes all blind) (4521.0kHz 6730.0kHz 4109.09kHz) / Jobâ??s Lament / First of the Last Glaciers / where,,0,lossy,1
flowsheet,track_title,id=2385764,A1 â?? A2,,0,lossy,1
flowsheet,track_title,id=2344459,A3. ì??ë§? (avec Ji Min Park),,0,lossy,1
flowsheet,track_title,id=2514267,Ainâ??t No Grave,,0,lossy,1
flowsheet,track_title,id=2081932,Allen Gauff Jr. and his Combo - I Donâ??t Want To Be Alone,,0,lossy,1
flowsheet,track_title,id=2350181,Alothea-â??Black Orchid,,0,lossy,1
flowsheet,track_title,id=2380808,Amen...Ra? â?? Stolen Legacy,,0,lossy,1
flowsheet,track_title,id=1982883,Anata mo sutÄ? ni nareru (You can also become a star),,0,lossy,1
flowsheet,track_title,id=2363492,Another Thing â?? Couch Cushion,,0,lossy,1
flowsheet,track_title,id=1865111,Aska â?? Busshallplats,,0,lossy,1
flowsheet,track_title,id=2376747,Astrak Field Guide â?? Glitch Mirror,,0,lossy,1
flowsheet,track_title,id=2077093,Avo Haroutiounian â?? Tears On My Eyes,,0,lossy,1
flowsheet,track_title,id=2541475,Aynala Bulaâ±ª Base-TeÌ?ng,,0,lossy,1
flowsheet,track_title,id=2365458,BOF â?? A Time To Listen,,0,lossy,1
flowsheet,track_title,id=2048487,Baby Iâ??m Yours,,0,lossy,1
flowsheet,track_title,id=2340530,Baby Please Donâ??t Go,,0,lossy,1
flowsheet,track_title,id=2349501,Beauty is a Bowtie (HTDW) â?? The Power of Pussy,,0,lossy,1
flowsheet,track_title,id=2271676,Beige Days (Ð?ÐµÐ¶ÐµÐ²Ñ?Ðµ Ð´Ð½Ð¸),,0,lossy,1
flowsheet,track_title,id=2365006,Belle â?? Loving You,,0,lossy,1
flowsheet,track_title,id=1857137,Besta Ã? Tu,,0,lossy,1
flowsheet,track_title,id=2363154,Bluff â?? Altadena,,0,lossy,1
flowsheet,track_title,id=2063376,Breakfast at Tiffanyâ??s,,0,lossy,1
flowsheet,track_title,id=2346546,Breath of a Spiritual â?? Prayer â?? Prayer Meeting â?? Ma Lord,,0,lossy,1
flowsheet,track_title,id=2369789,Britz Wut Breakdown â?? Wut Track â?? Da Hey Hey Jumpoff,,0,lossy,1
flowsheet,track_title,id=1471456,CD Factory / á??á?³á??á?¡á??á?¡,,0,lossy,1
flowsheet,track_title,id=1344277,Cadê o Anel?,,0,lossy,1
flowsheet,track_title,id=2482697,Caporal â??Apnaqkaya Titiâ??,,0,lossy,1
flowsheet,track_title,id=2081930,Caraâ??s Waltz,,0,lossy,1
flowsheet,track_title,id=2538532,Cha Cha Chá ¿A Quien le Creo?,,0,lossy,1
flowsheet,track_title,id=2063367,Cheesinâ??,,0,lossy,1
flowsheet,track_title,id=2126907,Christmas Rappinâ??,,0,lossy,1
flowsheet,track_title,id=1680650,Circles from the Rue Simon â?? Crubellier,,0,lossy,1
flowsheet,track_title,id=740155,Cires gravées ? l'ensemble de Cadillac (1988),,0,lossy,1
flowsheet,track_title,id=2362278,Cosmos-â?? Space Lion,,0,lossy,1
flowsheet,track_title,id=2356755,Crickets â?? The Light,,0,lossy,1
flowsheet,track_title,id=1607588,Criminal > Mis Ojos > La Sociedad > ¿Kevas Hacer?,,0,lossy,1
flowsheet,track_title,id=2463118,DESPERTEMOS EN AMÃ?RICA,,0,lossy,1
flowsheet,track_title,id=2545568,Daâ??a Adeema,,0,lossy,1
flowsheet,track_title,id=2375056,Default Standard -â?? Securitization of Eel,,0,lossy,1
flowsheet,track_title,id=2397527,Det som aldrig forandrasâ??Kristallen den fina,,0,lossy,1
flowsheet,track_title,id=928898,Die schöne Müllerin ~ Wohin?,,0,lossy,1
flowsheet,track_title,id=2560950,Donâ??t Be Seen With Me,,0,lossy,1
flowsheet,track_title,id=2048501,Donâ??t Delete The Kisses,,0,lossy,1
flowsheet,track_title,id=2048688,Donâ??t Let Me Be Lonely Tonight,,0,lossy,1
flowsheet,track_title,id=2087217,Donâ??t Stop,,0,lossy,1
flowsheet,track_title,id=2048673,Donâ??t Worry Baby,,0,lossy,1
flowsheet,track_title,id=2046455,Donâ??t let the sun catch you cryinâ??,,0,lossy,1
flowsheet,track_title,id=2355666,Double-dutch -â?? Attack of the Killer Penguins,,0,lossy,1
flowsheet,track_title,id=2345476,"Dream of 1,000 Cats â?? Burglary in Belvedere",,0,lossy,1
flowsheet,track_title,id=910105,Dívka na Ko?t&#283;ti,,0,lossy,1
flowsheet,track_title,id=2345331,Edge of The Ocean -â?? Blame It On Yourself,,0,lossy,1
flowsheet,track_title,id=2379902,El Waili â?? Riff,,0,lossy,1
flowsheet,track_title,id=1163583,Ela Ã? Carioca,,0,lossy,1
flowsheet,track_title,id=2378223,Em Direcao Ao Sul â?? O Bicho Anda Por Ai,,0,lossy,1
flowsheet,track_title,id=2566899,Eï¬?orescence,,0,lossy,1
flowsheet,track_title,id=2381089,Fever â?? Torch,,0,lossy,1
flowsheet,track_title,id=2085557,Fishermanâ??s Blues,,0,lossy,1
flowsheet,track_title,id=2342610,From Death Row â?? War on the Poor,,0,lossy,1
flowsheet,track_title,id=2083709,FroÅ?e Garden,,0,lossy,1
flowsheet,track_title,id=670438,Für Wem Sind Die Blumen?,,0,lossy,1
flowsheet,track_title,id=137458,Für Wen Sind Die Blumen?,,0,lossy,1
flowsheet,track_title,id=2447956,GREY RUBBLE â?? GREEN SHOOTS,,0,lossy,1
flowsheet,track_title,id=1479552,Gaia Saver äº?è?²å?°å?³ã??ã?°ã?¶ã?¼ã??ã?¹ã??Dreaming Girl14,,0,lossy,1
flowsheet,track_title,id=2371741,God Hour ft. Mica Levi â?? N.A.Z.,,0,lossy,1
flowsheet,track_title,id=1844943,Going Through The Veil â?? Becoming A Swan,,0,lossy,1
flowsheet,track_title,id=2366881,Grog -â?? Goes w/o Saying,,0,lossy,1
flowsheet,track_title,id=2126915,Hang Up Your Stockinâ??,,0,lossy,1
flowsheet,track_title,id=2317636,He Mele Hulu No Kapiâ??olani I Mololani,,0,lossy,1
flowsheet,track_title,id=2242065,Heartâ??It's a Lovebeat,,0,lossy,1
flowsheet,track_title,id=2345298,Homeward Bound â?? America,,0,lossy,1
flowsheet,track_title,id=1269718,Hommage Ã? Noir (Single Mix),,0,lossy,1
flowsheet,track_title,id=2276642,How Can You Live If You Canâ??t Love How Can You If You Do,,0,lossy,1
flowsheet,track_title,id=2326558,I Canâ??t Believe That Weâ??re Together,,0,lossy,1
flowsheet,track_title,id=2514264,I Feel Like Dancinâ??,,0,lossy,1
flowsheet,track_title,id=2569493,I KU'U WA LI'I LI'I (L'Ã?PAULE FROIDE),,0,lossy,1
flowsheet,track_title,id=2382162,I Still Miss Someone â?? Cocaine Blues,,0,lossy,1
flowsheet,track_title,id=1901136,I'll Fly Away > â?¦ > No News is Good News,,0,lossy,1
flowsheet,track_title,id=1317015,II [É?iu:-adi-dia],,0,lossy,1
flowsheet,track_title,id=2382544,Ich weiÃ? warum,,0,lossy,1
flowsheet,track_title,id=2373032,If Are You Master -â?? Love Dawn,,0,lossy,1
flowsheet,track_title,id=1918830,Ife L'Å?ju L'aiye,,0,lossy,1
flowsheet,track_title,id=2046570,In The Morning Iâ??ll Be Better,,0,lossy,1
flowsheet,track_title,id=2182505,In Ã?land Air,,0,lossy,1
flowsheet,track_title,id=2366806,Interview (understanding the blues) -â?? The Very Thought of You,,0,lossy,1
flowsheet,track_title,id=2383246,Into the Groves â?? Warm Pathways,,0,lossy,1
flowsheet,track_title,id=2364776,Intro â?? Last Living Souls,,0,lossy,1
flowsheet,track_title,id=2344862,Intro-lude â?? Creep,,0,lossy,1
flowsheet,track_title,id=2005642,Isto aquí o que é?,,0,lossy,1
flowsheet,track_title,id=2372218,It's Steeper Near The Roses â?? L'engant Perdu,,0,lossy,1
flowsheet,track_title,id=2077960,Itâ??s Oh So Quiet,,0,lossy,1
flowsheet,track_title,id=2081954,Iâ??ll Never Stop Loving You,,0,lossy,1
flowsheet,track_title,id=2032418,Iâ??ll be doggone,,0,lossy,1
flowsheet,track_title,id=2326559,Iâ??m A Wicked One,,0,lossy,1
flowsheet,track_title,id=2516672,Iâ??m Going Away,,0,lossy,1
flowsheet,track_title,id=2046583,Iâ??m Gonna Tear Your Playhouse Down,,0,lossy,1
flowsheet,track_title,id=2048491,Iâ??m Not In Love,,0,lossy,1
flowsheet,track_title,id=2076000,Iâ??m Not Sayin,,0,lossy,1
flowsheet,track_title,id=2081945,Iâ??m Not There,,0,lossy,1
flowsheet,track_title,id=2048490,Iâ??ve Been Loving You Too Long,,0,lossy,1
flowsheet,track_title,id=2071233,Kathyâ??s song,,0,lossy,1
flowsheet,track_title,id=1309181,Kol Ä?llÄ? Qalboh Ä?nkawÄ? (Everyone Has Had A Broken Heart),,0,lossy,1
flowsheet,track_title,id=1419280,L'Ã?toile Absinthe (2002),,0,lossy,1
flowsheet,track_title,id=2022516,L'Ã?tranger (Ana Gharib),,0,lossy,1
flowsheet,track_title,id=1238149,L'Å?il Ã?coute (1970),,0,lossy,1
flowsheet,track_title,id=1540861,L(â?? 0 w 0 â??)â??    (track 3),,0,lossy,1
flowsheet,track_title,id=2344241,La Llorona â?? Princess Mononoke Theme Song,,0,lossy,1
flowsheet,track_title,id=2361860,La Musique Du Cï¿½?ur,,0,lossy,1
flowsheet,track_title,id=2010470,La mÄ«n shÄ?f wala mÄ«n dere,,0,lossy,1
flowsheet,track_title,id=2058339,"Le Desordre, Câ??est Moi",,0,lossy,1
flowsheet,track_title,id=1187517,Les Ã?mois D'Aphrodite,,0,lossy,1
flowsheet,track_title,id=2044513,Letâ??s Dance Raw,,0,lossy,1
flowsheet,track_title,id=2374804,Letâ??s Dance to Joy Division,,0,lossy,1
flowsheet,track_title,id=2481732,Letâ??s Keep It Between Us (rehearsal),,0,lossy,1
flowsheet,track_title,id=2340562,Letâ??s Rock,,0,lossy,1
flowsheet,track_title,id=2432441,Lifeâ??s Gone Down Low,,0,lossy,1
flowsheet,track_title,id=2357347,"Little Q, Pt1â??Interlude",,0,lossy,1
flowsheet,track_title,id=2351245,Long Distance Runaround â?? The Fish (Shindleria Praematurus),,0,lossy,1
flowsheet,track_title,id=2284927,Lâ??Amour Toujours,,0,lossy,1
flowsheet,track_title,id=2232065,MVCHNGRLâ??ZMVCHNGRL,,0,lossy,1
flowsheet,track_title,id=1441483,"MaicÄ?, mÄ?iculiÈ?a mea (Mother, My Little Mama)",,0,lossy,1
flowsheet,track_title,id=2561866,Mamehy - Je Mitsiko Ro Mokotse (â??Those Who Talk Dirty Behind Your Back Tire Themselves Out for Nothingâ??),,0,lossy,1
flowsheet,track_title,id=2367808,Manada â?? One Night Stand,,0,lossy,1
flowsheet,track_title,id=2370731,Martin Fierro â?? Quien?,,0,lossy,1
flowsheet,track_title,id=2432431,Maâ??Ibnat,,0,lossy,1
flowsheet,track_title,id=2358232,Melodikka â?? Any Day Now,,0,lossy,1
